City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
48,port augusta,-32.5,137.7667,24.03,28,0,2.32,AU,1675789423
49,dikson,73.5069,80.5464,-28.1,95,81,6.91,RU,1675789426
50,umm bab,25.2142,50.8072,20.69,60,29,6.68,QA,1675789426
51,haines junction,60.7522,-137.5108,-8.03,93,100,0.0,CA,1675789426
52,cape town,-33.9258,18.4232,22.28,77,20,9.26,ZA,1675789228
53,busselton,-33.65,115.3333,16.5,92,0,5.19,AU,1675789427
54,aklavik,68.2191,-135.0107,-31.0,76,100,2.06,CA,1675789427
55,fortuna,40.5982,-124.1573,6.63,96,0,3.09,US,1675789430
56,banjar,-8.19,114.9675,24.53,93,100,1.64,ID,1675789432
57,husavik,66.0449,-17.3389,-3.28,60,96,13.73,IS,1675789433
58,constitucion,-35.3333,-72.4167,21.93,53,3,2.02,CL,1675789433
59,humaita,-7.5061,-63.0208,25.66,89,97,1.52,BR,1675789434
60,haapsalu,58.9431,23.5414,1.97,90,100,5.42,EE,1675789434
61,springfield,37.2153,-93.2982,6.23,89,100,2.57,US,1675789334
62,sovetskaya gavan,48.9723,140.2878,-20.37,92,22,2.21,RU,1675789435
63,sao joao da barra,-21.6403,-41.0511,31.05,75,98,2.43,BR,1675789435
64,qaanaaq,77.484,-69.3632,-30.22,69,98,3.13,GL,1675789436
65,arraial do cabo,-22.9661,-42.0278,30.98,70,40,4.12,BR,1675789436
66,yellowknife,62.456,-114.3525,-18.71,78,100,3.09,CA,1675789201
67,faanui,-16.4833,-151.75,26.64,78,28,5.48,PF,1675789437
68,upernavik,72.7868,-56.1549,-25.84,94,99,3.09,GL,1675789437
69,saint-philippe,-21.3585,55.7679,27.77,84,62,6.0,RE,1675789438
70,severo-kurilsk,50.6789,156.125,-5.26,67,80,6.15,RU,1675789438
71,vao,-22.6667,167.4833,25.99,70,81,5.06,NC,1675789439
72,dingle,10.9995,122.6711,23.25,92,100,3.47,PH,1675789439
73,vardo,70.3705,31.1107,1.99,75,0,19.03,NO,1675789440
74,vostok,46.4856,135.8833,-18.86,99,100,1.98,RU,1675789440
75,mahibadhoo,3.7833,72.9667,27.14,75,70,4.82,MV,1675789441
76,kesova gora,57.5836,37.2922,-11.69,95,44,3.77,RU,1675789442
77,carnarvon,-24.8667,113.6333,24.79,71,3,9.7,AU,1675789400
78,east london,-33.0153,27.9116,23.52,88,20,3.6,ZA,1675789444
79,vaini,-21.2,-175.2,24.09,100,100,3.09,TO,1675789445
80,hermanus,-34.4187,19.2345,21.56,74,100,6.0,ZA,1675789446
81,ponta do sol,32.6667,-17.1,18.17,59,43,2.85,PT,1675789447
82,yuzhnyy,53.2542,83.6936,-8.79,86,75,3.0,RU,1675789448
83,maceio,-9.6658,-35.7353,30.69,51,40,5.14,BR,1675788966
84,iqaluit,63.7506,-68.5145,-32.95,67,40,2.57,CA,1675789327
85,mbandaka,0.0487,18.2603,27.95,51,90,1.97,CD,1675789448
86,klaksvik,62.2266,-6.589,7.51,81,83,19.86,FO,1675789449
87,puerto ayora,-0.7393,-90.3518,29.98,88,25,4.47,EC,1675789449
88,augusto correa,-1.0217,-46.635,28.77,69,92,3.28,BR,1675789451
89,kyra,49.5776,111.9753,-19.68,92,7,1.76,RU,1675789452
90,esperance,-33.8667,121.9,19.2,82,25,4.59,AU,1675789452
91,kudahuvadhoo,2.6708,72.8944,27.32,75,90,4.86,MV,1675789456
92,muros,42.7762,-9.0603,12.83,52,0,8.94,ES,1675789458
93,obama,35.4958,135.746,5.53,82,83,3.99,JP,1675789461
94,meulaboh,4.1363,96.1285,24.96,83,94,2.09,ID,1675789462
95,zhangjiakou,40.81,114.8794,-5.48,72,6,2.69,CN,1675789462
96,ahipara,-35.1667,173.1667,18.02,78,97,2.29,NZ,1675789466
97,kodiak,57.79,-152.4072,-2.27,69,0,4.63,US,1675789468
98,narsaq,60.9167,-46.05,-18.88,61,81,3.83,GL,1675789468
99,taoudenni,22.6783,-3.9836,26.63,13,78,4.68,ML,1675789468
100,pangnirtung,66.1451,-65.7125,-33.0,62,20,2.06,CA,1675789469
101,yulara,-25.2406,130.9889,27.3,23,0,3.62,AU,1675789469
102,caravelas,-17.7125,-39.2481,30.83,53,52,5.71,BR,1675789472
103,kaitangata,-46.2817,169.8464,12.09,59,19,3.97,NZ,1675789474
104,isetskoye,56.4858,65.3226,-20.9,100,71,1.96,RU,1675789474
105,kysyl-syr,63.8986,122.7617,-43.57,100,100,0.34,RU,1675789475
106,turayf,31.6725,38.6637,5.14,75,75,4.12,SA,1675789386
107,tessalit,20.1986,1.0114,30.61,10,100,5.58,ML,1675789481
108,saskylakh,71.9167,114.0833,-35.02,100,100,1.01,RU,1675789482
109,isangel,-19.55,169.2667,25.75,86,100,1.86,VU,1675789482
110,tasiilaq,65.6145,-37.6368,-15.91,58,51,6.35,GL,1675789483
111,kruisfontein,-34.0033,24.7314,20.44,75,99,5.35,ZA,1675789483
112,ambon,-3.6954,128.1814,25.08,94,40,2.57,ID,1675789484
113,norman wells,65.282,-126.8329,-23.98,77,100,0.0,CA,1675789484
114,pisco,-13.7,-76.2167,25.01,88,0,3.6,PE,1675789485
115,colares,38.7992,-9.4469,15.18,55,20,8.05,PT,1675789485
116,port alfred,-33.5906,26.891,22.32,89,89,1.79,ZA,1675789374
117,mar del plata,-38.0023,-57.5575,26.08,71,75,6.17,AR,1675789201
118,palmerston,-12.486,130.9833,27.99,83,46,3.09,AU,1675789243
119,torbay,47.6666,-52.7314,-4.68,81,100,10.8,CA,1675789248
120,angoche,-16.2325,39.9086,26.77,83,100,3.66,MZ,1675789410
121,nantucket,41.2835,-70.0995,2.08,74,100,8.75,US,1675789372
122,kimbe,-5.5502,150.1429,24.4,96,100,1.77,PG,1675789486
123,avarua,-21.2078,-159.775,26.03,89,75,2.06,CK,1675789487
124,beira,-19.8436,34.8389,30.05,70,40,5.81,MZ,1675789487
125,clyde river,70.4692,-68.5914,-33.87,68,75,2.06,CA,1675789488
126,tawang,27.5833,91.8667,-1.49,97,100,0.23,IN,1675789488
127,port-gentil,-0.7193,8.7815,27.98,78,20,3.6,GA,1675789489
128,coffs harbour,-30.3,153.1333,19.98,88,75,0.0,AU,1675789489
129,port hardy,50.6996,-127.4199,5.1,93,75,1.03,CA,1675789490
130,ust-nera,64.5667,143.2,-40.04,100,97,0.51,RU,1675789490
131,rio grande,-32.035,-52.0986,34.06,45,5,4.66,BR,1675789491
132,kulu,39.0951,33.0799,-5.84,80,100,4.83,TR,1675789491
133,chokurdakh,70.6333,147.9167,-40.85,100,99,1.67,RU,1675789492
134,lebu,-37.6167,-73.65,18.45,65,0,8.18,CL,1675789492
135,luderitz,-26.6481,15.1594,22.82,66,0,12.59,NA,1675789492
136,tezu,27.9167,96.1667,13.68,90,88,2.02,IN,1675789493
137,aleksandrovskoye,44.7142,43.0008,-5.05,96,100,3.03,RU,1675789493
138,betsiamites,48.9413,-68.646,-7.95,86,75,2.35,CA,1675789494
139,kapaa,22.0752,-159.319,24.18,92,100,5.14,US,1675789494
140,san,13.3034,-4.8956,36.41,8,99,2.62,ML,1675789476
141,mitsamiouli,-11.3847,43.2844,27.24,78,99,3.02,KM,1675789495
142,roebourne,-20.7833,117.1333,30.64,59,9,3.85,AU,1675789495
143,sidi ali,36.0998,0.4206,11.49,71,79,3.92,DZ,1675789496
144,college,64.8569,-147.8028,-14.33,79,100,2.06,US,1675789496
145,le port,-20.9373,55.2919,28.0,80,31,2.37,RE,1675789497
146,new norfolk,-42.7826,147.0587,13.72,90,42,1.09,AU,1675789497
147,mataura,-46.1927,168.8643,10.27,66,79,2.86,NZ,1675789498
148,mackay,-21.15,149.2,25.93,83,92,8.95,AU,1675789499
149,andenes,69.3143,16.1194,4.99,60,75,14.4,NO,1675789504
150,saint george,37.1041,-113.5841,7.36,61,0,2.57,US,1675789321
151,nyurba,63.2842,118.3319,-39.52,100,100,0.57,RU,1675789504
152,pochutla,15.7432,-96.4661,30.9,35,0,2.63,MX,1675789505
153,robertsport,6.7533,-11.3686,26.89,77,51,5.58,LR,1675789509
154,langenthal,47.2153,7.7961,1.69,72,8,1.87,CH,1675789512
155,garissa,-0.4536,39.6401,31.8,31,43,3.52,KE,1675789513
156,sanandaj,35.3144,46.9923,3.01,56,75,7.2,IR,1675789514
157,rabo de peixe,37.8,-25.5833,12.73,88,40,11.32,PT,1675789514
158,hay river,60.8156,-115.7999,-18.01,78,75,7.2,CA,1675789527
159,komsomolskiy,40.4272,71.7189,2.4,87,12,2.06,UZ,1675789528
160,petatlan,17.5167,-101.2667,29.89,46,2,1.79,MX,1675789528
161,kalaiya,27.0327,85.0022,16.51,51,1,2.83,NP,1675789529
162,touros,-5.1989,-35.4608,30.31,52,60,7.6,BR,1675789529
163,mezen,65.8522,44.24,-2.99,93,100,5.82,RU,1675789540
164,djenne,13.9061,-4.5533,36.4,8,100,2.83,ML,1675789540
165,juegang,32.3174,121.1855,6.66,88,100,3.35,CN,1675789540
166,khatanga,71.9667,102.5,-43.62,100,70,0.79,RU,1675789541
167,willmar,45.1219,-95.0433,-3.11,74,0,3.6,US,1675789541
168,rognan,67.0953,15.3878,6.14,81,31,5.4,NO,1675789543
169,buenaventura,3.8801,-77.0312,29.91,68,14,2.61,CO,1675789544
170,pierre,44.3683,-100.351,5.15,65,0,5.14,US,1675789544
171,laguna,38.421,-121.4238,10.35,81,0,1.54,US,1675789549
172,san isidro,-12.1167,-77.05,26.77,65,0,6.69,PE,1675789549
173,kinsale,51.7075,-8.5306,8.65,87,75,2.57,IE,1675789551
174,kefalos,36.7453,26.9589,6.12,52,40,13.12,GR,1675789551
175,maniitsoq,65.4167,-52.9,-17.07,91,98,2.74,GL,1675789552
176,beisfjord,68.3751,17.5988,3.36,92,88,6.99,NO,1675789554
177,zhanakorgan,43.9098,67.2495,2.09,61,100,3.66,KZ,1675789554
178,baykit,61.67,96.37,-17.55,98,100,0.75,RU,1675789555
179,cidreira,-30.1811,-50.2056,26.51,62,2,4.47,BR,1675789556
180,jalu,29.0331,21.5482,13.84,45,69,3.22,LY,1675789557
181,longyearbyen,78.2186,15.6401,-4.09,80,75,19.03,SJ,1675789419
182,landeck,47.1301,10.5636,-6.0,96,27,0.49,AT,1675789558
183,shubarkuduk,49.1447,56.4872,-12.44,88,100,5.87,KZ,1675789559
184,nanortalik,60.1432,-45.2371,-12.93,62,6,12.37,GL,1675789560
185,souillac,-20.5167,57.5167,27.21,74,40,5.66,MU,1675789534
186,ambovombe,-25.1667,46.0833,23.23,88,100,2.22,MG,1675789560
187,buala,-8.145,159.5921,26.17,88,100,3.65,SB,1675789561
188,cabo san lucas,22.8909,-109.9124,22.81,66,40,2.06,MX,1675789500
189,tanda,26.55,82.65,17.02,59,0,2.87,IN,1675789562
190,dawlatabad,36.4141,64.9053,9.8,52,60,1.49,AF,1675789563
191,hualmay,-11.0964,-77.6139,25.64,68,11,4.36,PE,1675789565
192,dunedin,-45.8742,170.5036,11.35,72,81,3.82,NZ,1675789363
193,benguela,-12.5763,13.4055,25.77,69,59,3.57,AO,1675789566
194,bethel,41.3712,-73.414,4.54,36,0,3.09,US,1675789567
195,solnechnyy,50.7214,136.6319,-21.44,99,100,1.89,RU,1675789567
196,pedernales,18.0384,-71.744,28.08,55,0,3.45,DO,1675789568
197,ozinki,51.1786,49.6769,-13.65,95,50,5.1,RU,1675789568
198,strezhevoy,60.7333,77.5889,-20.23,99,98,3.17,RU,1675789569
199,naze,28.3667,129.4833,16.51,78,41,5.75,JP,1675789569
200,mahon,39.8885,4.2658,11.31,82,75,12.35,ES,1675789570
201,san jose de guanipa,8.8872,-64.1651,31.97,37,55,5.05,VE,1675789572
202,aykhal,66.0,111.5,-37.42,100,99,1.71,RU,1675789573
203,kefamenanu,-9.4467,124.4781,22.75,91,100,1.27,ID,1675789573
204,qianjiang,30.4151,112.8859,11.54,65,100,0.81,CN,1675789575
205,darnah,32.767,22.6367,12.17,62,88,5.27,LY,1675789578
206,bonawon,9.134,122.9193,25.89,72,100,5.18,PH,1675789578
207,vila franca do campo,37.7167,-25.4333,13.23,76,79,7.04,PT,1675789579
208,coquimbo,-29.9533,-71.3436,21.85,68,0,5.66,CL,1675789579
209,bahia honda,22.9036,-83.1592,27.98,57,8,5.9,CU,1675789576
210,beyneu,45.3167,55.2,1.0,79,100,11.82,KZ,1675789580
211,usinsk,65.9939,57.5281,-14.58,93,100,11.16,RU,1675789581
212,amga,60.8953,131.9608,-37.28,100,100,0.66,RU,1675789582
213,half moon bay,37.4636,-122.4286,12.47,82,20,0.0,US,1675789584
214,tuatapere,-46.1333,167.6833,10.31,86,87,4.85,NZ,1675789584
215,porto velho,-8.7619,-63.9039,26.03,89,40,2.06,BR,1675789403
216,thongwa,16.7619,96.5278,25.09,40,13,3.24,MM,1675789585
217,yarega,63.4354,53.5765,-12.06,93,100,4.05,RU,1675789586
218,zyryanka,65.75,150.85,-36.85,100,97,2.09,RU,1675789587
219,lockhart,28.6194,-81.4426,24.99,54,0,6.17,US,1675789588
220,ostersund,63.1792,14.6357,2.25,93,0,2.57,SE,1675789590
221,homer,59.6425,-151.5483,0.45,92,100,3.58,US,1675789592
222,kroya,-7.6331,109.2461,24.67,89,100,0.46,ID,1675789593
223,ribeira grande,38.5167,-28.7,14.32,54,75,8.23,PT,1675789594
224,saldanha,-33.0117,17.9442,24.03,88,100,10.68,ZA,1675789596
225,mizdah,31.4451,12.9801,12.27,45,73,6.61,LY,1675789597
226,fomboni,-12.28,43.7425,27.39,72,100,1.74,KM,1675789598
227,bengkulu,-3.8004,102.2655,24.94,86,96,3.66,ID,1675789559
228,dzerzhinsk,56.2389,43.4631,-10.1,92,75,1.0,RU,1675789599
229,riyadh,24.6877,46.7219,20.08,26,88,5.89,SA,1675789544
230,bathsheba,13.2167,-59.5167,27.34,69,75,8.23,BB,1675789599
231,ankang,32.68,109.0172,9.85,68,100,3.12,CN,1675789600
232,banamba,13.55,-7.45,36.01,8,98,2.65,ML,1675789600
233,pointe-noire,-4.7761,11.8635,27.06,80,80,3.81,CG,1675789601
234,garowe,8.4054,48.4845,24.12,52,56,7.62,SO,1675789601
235,ulaanbaatar,47.9077,106.8832,-25.93,76,9,2.0,MN,1675789343
236,el higo,21.7667,-98.4667,26.25,56,80,0.96,MX,1675789601
237,lima,-12.0432,-77.0282,26.14,65,0,6.17,PE,1675789142
238,beringovskiy,63.05,179.3167,-28.03,95,100,3.42,RU,1675789602
239,cherskiy,68.75,161.3,-35.75,98,100,2.26,RU,1675789603
240,tiksi,71.6872,128.8694,-32.22,99,100,1.65,RU,1675789588
241,tucuma,-0.1833,-50.05,27.71,77,88,3.05,BR,1675789603
242,antofagasta,-23.65,-70.4,23.6,70,86,4.11,CL,1675789534
243,acajutla,13.5928,-89.8275,29.99,44,71,3.18,SV,1675789604
244,poronaysk,49.2167,143.1167,-22.78,99,99,1.41,RU,1675789604
245,acurenam,1.0322,10.6488,22.18,92,41,1.75,GQ,1675789605
246,panaba,21.2833,-88.2667,29.1,51,1,6.37,MX,1675789605
247,leningradskiy,69.3833,178.4167,-31.51,97,100,2.82,RU,1675789504
248,kerema,-7.9631,145.7785,24.72,86,100,1.16,PG,1675789606
249,ankazoabo,-22.2833,44.5167,22.44,79,100,2.14,MG,1675789606
250,the valley,18.217,-63.0578,27.12,88,40,5.66,AI,1675789607
251,maldonado,-34.6667,-54.9167,32.66,28,5,2.81,UY,1675789607
252,vrangel,42.7297,133.0839,-6.01,60,100,2.46,RU,1675789607
253,songjianghe,42.1859,127.479,-16.05,98,75,0.97,CN,1675789608
254,lagoa,39.05,-27.9833,13.03,60,73,9.27,PT,1675789608
255,chikwawa,-16.0335,34.8009,24.97,86,100,1.0,MW,1675789608
256,muisne,0.6,-80.0333,27.98,71,21,3.75,EC,1675789609
257,oranjemund,-28.55,16.4333,18.91,91,32,8.82,NA,1675789609
258,thompson,55.7435,-97.8558,-20.54,93,88,1.77,CA,1675789610
